Team,Year,Week,Win/Loss,Win Loss Factor,Home/Away,Points Scored,Points Allowed,3rd Down,3rd Down Allowed,Pass Yards,Pass Yards Allowed,Rush Yards,Rush Yards Allowed,Opp Team
4,1,5,1,0.122459,0,10.25,-2.75,-0.052903,-0.046564,87.75,-40,-11.5,-20.25,8
6,1,5,1,-0.122459,1,-6,4,0.04365,-0.047917,-15,-54.5,27,31.75,9
10,1,5,0,-0.108599,1,3.5,-4.5,-0.021809,0.034434,27.25,14.5,-27.75,3,12
11,1,5,0,0.122459,1,-1,-10.75,0.019313,-0.055423,2.75,-59.5,-30.25,-27.25,14
13,1,5,1,0.244919,0,2.5,-6.5,0.147781,0.010743,89.75,-78.75,15.25,-1.25,15
18,1,5,0,0.244919,1,11,-2.5,-0.027229,-0.012334,59,7.75,20,11.5,30
20,1,5,1,-0.108599,1,-2.25,2.25,0.061688,0.098607,-88.25,3.5,47.5,-29.25,31
21,1,5,1,0.231059,1,10.25,-5.5,0.035735,-0.012211,89.75,-80.25,-21.75,-11.25,23
22,1,5,1,0.231059,0,14.5,-2,0.110978,-0.003528,59.25,60.25,9.75,-26.25,27
24,1,5,0,0,0,-2.5,0.5,0.11187,0.020538,58.25,-17,23.75,27,28
25,1,5,0,-0.244919,1,-9.5,1,-0.238224,-0.045238,-0.25,-51,-13.75,49.75,26
0,1,6,0,0.117002,0,7.4,-0.6,0.109337,0.051775,-34.2,32.2,54.4,16.2,18
1,1,6,0,-0.168882,0,-6.95,1,-0.058337,0.147028,16.3,104,39.05,-27.3,3
2,1,6,1,0.179179,1,8.25,-1.45,0.161583,0.074022,35.6,96.6,41.85,44.65,17
4,1,6,1,0.339476,1,4.6,-8.4,-0.023658,-0.158738,7.6,-63.2,25.6,-56.6,10
5,1,6,1,0.060283,1,4.35,-4.75,-0.055582,-0.010929,-31.05,3.8,-9.05,-33.3,11
6,1,6,1,0.241355,1,8.6,-5.2,0.158809,0.019729,113.8,-41.4,-10.8,7.8,8
7,1,6,0,-0.062177,0,-8.7,-3.35,-0.00799,-0.085012,15.45,-104.1,-76.05,1.7,14
16,1,6,1,-0.301638,0,4.25,10.65,0.079875,0.128663,50.75,-0.2,39.05,55.7,19
20,1,6,0,-0.117002,0,0.8,-3.2,0.072336,0.103395,-60.8,-12.2,58.6,-59.2,23
21,1,6,0,0.098121,1,3.4,2.2,0.014021,-0.019122,100.8,-40,-21.4,38.4,28
22,1,6,1,0.508358,1,23.1,-6.05,0.282093,-0.040485,142.6,75.05,6.5,-104.2,29
24,1,6,1,-0.117002,1,-14,0,-0.14328,-0.099504,-110.8,7.6,-4.6,15.8,26
25,1,6,0,-0.117002,0,2.4,0.4,-0.062325,-0.055728,72,-63.2,17.8,46,27
1,1,7,0,-0.098121,1,-6,-2.4,-0.151934,-0.01045,26.2,21.6,14,-16.6,15
3,1,7,1,-0.179179,1,0.166667,0.033333,-0.232171,-0.126026,-77.066667,21.233333,-41.966667,18.4,13
5,1,7,0,0.410237,0,17.6,-7.8,0.036609,-0.061564,107.933333,-0.733333,-1.066667,-38.4,8
6,1,7,1,0.301638,0,0.633333,-7.2,0.146032,0.026726,13.466667,-100.533333,19.333333,-5.966667,31
7,1,7,1,0,1,-0.6,-1,0.050454,0.072344,23.8,-76.2,-1.4,32,30
9,1,7,0,0.062177,1,-2.5,-1.866667,0.006505,0.138463,17.566667,-0.666667,-59.566667,-2,11
10,1,7,0,-0.440034,0,-12.166667,2,-0.215449,0.083671,-143.666667,-0.5,-23.833333,27.5,26
12,1,7,1,-0.184636,0,-11.266667,5,-0.029729,0.002683,-36.633333,-33.9,-32.6,6.433333,14
17,1,7,1,0.215123,1,13.2,-3.2,0.080004,-0.021209,114,-3.6,-12.8,-92.4,29
19,1,7,0,0.293235,0,-2.966667,-10.566667,-0.113734,-0.173824,-64.933333,-3.4,-10.533333,-34.333333,25
20,1,7,0,-0.548633,1,-12.666667,5.166667,-0.151152,0.043562,-157.5,-31.333333,44.666667,0.666667,22
21,1,7,0,0.231059,1,7.166667,-5.5,-0.164128,-0.211257,51,-77.333333,-19.166667,32,27
23,1,7,1,-0.122459,0,5.5,-2.166667,-0.123505,0.025509,-15.166667,-0.5,-7.5,7.333333,24
0,1,8,1,0.122459,1,12,5.166667,0.07386,0.089184,0.333333,66.5,34.166667,18.166667,19
1,1,8,0,-0.440034,0,-10.666667,-0.166667,-0.066234,0.051019,-59.333333,12.666667,22,-9.166667,18
2,1,8,0,0.05188,0,9.261905,5.071429,0.0432,0.048307,85.071429,150.309524,6.142857,-5.642857,6
4,1,8,1,0.244919,0,6.666667,-2.833333,0.002529,0.033433,38.833333,-61,24.833333,-15.5,30
5,1,8,1,0.353518,1,6.5,-11.666667,-0.020584,-0.077454,-17.166667,-87.333333,9,-28.333333,31
7,1,8,0,-0.231059,0,-11.666667,3.833333,0.112915,0.031303,46.166667,-89.5,-40,44.833333,28
8,1,8,0,-0.241355,0,-14,1.142857,-0.14747,0.056257,-132.285714,-7.285714,-15.857143,4.142857,11
9,1,8,1,0.351953,1,2.809524,-9.642857,0.038743,-0.045523,56.97619,-31.642857,-29.809524,-26.357143,10
12,1,8,1,-0.122459,1,-6,2.333333,-0.183158,-0.011335,-99.5,60.166667,11,3.833333,13
15,1,8,0,-0.301638,1,-7.214286,6.261905,0.102306,0.091849,-70.285714,42.928571,21.619048,-10.928571,21
16,1,8,1,-0.122459,1,-0.666667,2.833333,0.080682,-0.082692,-24.166667,-13.5,50.5,54.166667,17
20,1,8,1,-0.098121,0,-2.571429,-0.714286,-0.031294,-0.027402,-112.428571,49.857143,24.857143,-45.571429,25
26,1,8,0,0.496753,0,24.809524,-5.928571,0.303375,-0.035984,132.833333,7.071429,33.142857,-68.285714,29
0,1,9,0,0.117002,1,5.571429,-0.714286,0.033454,0.077058,31.857143,69.142857,48.142857,-6.857143,3
1,1,9,1,-0.414129,0,-3,-0.571429,-0.13296,0.004005,17.857143,19.285714,-7.428571,-12.285714,12
2,1,9,0,0,1,4,-0.571429,0.156499,0.105189,37.142857,98,26.857143,-29.142857,18
4,1,9,1,0.117002,0,4.571429,-3.142857,-0.060423,-0.099622,-26.428571,-22.571429,34.571429,-43.857143,9
5,1,9,1,-0.05188,0,4.428571,-1.660714,-0.174121,-0.085993,-39.375,2.517857,-8.375,-9.982143,6
7,1,9,0,-0.184636,0,-10.464286,1.875,-0.042559,0.0303,-35.232143,-17.517857,-54.017857,29.910714,11
10,1,9,0,-0.442974,1,-7.446429,8.214286,-0.112952,0.06737,-29.535714,-6.267857,-10.589286,45.571429,27
13,1,9,0,-0.289776,1,-9.857143,2.571429,0.057928,0.012633,-40,-103,16.142857,15.571429,22
14,1,9,0,0.241355,1,3.857143,-3.142857,0.036662,0.049078,26.714286,16.285714,33.428571,-0.857143,15
16,1,9,0,-0.124353,1,1.285714,0.285714,0.154623,-0.025673,46.714286,-59.571429,65.285714,9.571429,23
17,1,9,1,0.117002,1,6.714286,0,0.028357,0.094891,73.285714,-2.714286,37,-9.285714,30
19,1,9,0,-0.339476,1,-10.142857,4.571429,0.010964,0.006168,53.571429,-32.571429,-42.285714,47,28
24,1,9,0,-0.060283,0,-13.785714,0.517857,-0.172962,-0.050113,-86.464286,45.839286,-17.232143,-0.696429,26
29,1,9,0,0,0,-8,1.285714,-0.02969,0.061063,-21.714286,-51,6.285714,52.571429,31
0,1,10,0,0.122459,0,5.375,-0.125,0.04433,-0.014278,-46,27.875,14.25,18.375,17
1,1,10,1,-0.195115,1,1.375,1.375,-0.064837,0.091543,-21,46.5,25.75,-12,19
2,1,10,1,0,0,2.875,2.625,0.071358,0.141093,116.125,118,15,-20.75,3
4,1,10,0,0.05188,1,2.597222,-0.5,-0.158641,-0.04337,-66.652778,32.083333,-6.208333,-11.055556,6
5,1,10,0,0.462117,0,10.75,-6.875,0.069176,-0.033912,33,-49.75,13.75,-23.875,30
7,1,10,0,0.195115,1,2.375,-5.125,0.122412,-0.025657,4.125,-57,-29,-9.75,29
8,1,10,1,0.173592,0,-1.972222,-11.069444,-0.045763,-0.107479,-59.152778,-63,19,-36.111111,10
9,1,10,1,0.231059,0,-3.875,-4.75,-0.04562,0.012692,-44.875,6,-59.625,-6.5,25
11,1,10,1,0.179179,0,7.847222,-7.055556,0.103894,-0.039321,-6.930556,-83.944444,56.986111,-40.930556,24
12,1,10,0,0.122459,1,-5,-2.875,0.065887,0.011095,18.25,-7.5,-24.25,4.75,15
13,1,10,0,0,1,1.875,-1.5,0.149721,0.042427,74.875,-55.25,-39.75,-19.625,14
16,1,10,0,0.108599,1,5.125,-1.75,0.163616,-0.006252,45.5,-60.25,76.5,6.25,31
18,1,10,0,-0.086516,0,-1,8.25,0.027903,0.015086,109.375,-16.625,-48.875,56.375,28
20,1,10,0,-0.611856,0,-12.875,2.5,-0.086801,-0.000709,-129.75,-26,46,-5.625,22
21,1,10,0,0.108599,0,4.875,-3.375,-0.041442,-0.09442,39.75,-70.625,-25.625,27.625,23
26,1,10,1,0.056719,0,8.263889,1.527778,0.107603,-0.060935,90.986111,-16.430556,7,23.166667,27
0,1,11,0,0.339476,0,7.888889,4.444444,0.082943,0.021495,16.222222,5.111111,20.777778,20.333333,1
2,1,11,1,0.241355,1,13.111111,-2,0.081863,0.039561,143.777778,78.555556,-18.555556,-30.888889,12
3,1,11,0,0.124353,0,3,-3.777778,0.066066,-0.065059,56.111111,-32.333333,-60.111111,-1.555556,15
4,1,11,0,0,0,-1.444444,1.333333,-0.021781,0.045488,-34.222222,23.111111,5.666667,-3.555556,5
7,1,11,1,0,1,1.777778,1.888889,0.089298,-0.00184,85,-26,-34.222222,35.666667,8
9,1,11,0,0,0,-2.888889,-2.666667,-0.072409,0.025836,-3.888889,-29.222222,-39.777778,34.888889,27
13,1,11,0,-0.241355,0,-2.333333,4.555556,0.18767,0.086414,80.444444,-66.222222,-11.555556,21.222222,23
14,1,11,1,0.339476,0,3.222222,-1.222222,-0.022273,-0.036202,48.666667,-26.777778,11,38.555556,20
16,1,11,1,-0.358357,0,0.222222,-0.888889,0.087705,0.012123,-38.333333,-17.777778,82.444444,-1.555556,18
17,1,11,1,0.241355,0,9.666667,0.444444,0.052044,0.04942,55,5.111111,38.777778,-14.444444,19
21,1,11,1,0.456479,1,6.888889,-5.888889,-0.129795,-0.146738,-5.444444,-39.888889,-34.222222,-3.111111,25
22,1,11,1,0.466827,1,18.222222,-5.222222,0.141026,0.070977,73.111111,21.333333,5.555556,-37.777778,24
28,1,11,1,0.531132,1,5.555556,-8.333333,-0.011769,0.013607,-44.333333,4.888889,35.888889,-49.888889,31
29,1,11,0,-0.098121,1,-3.444444,2.333333,-0.016032,0.039981,-11.222222,-22.222222,22.111111,44,30
0,1,12,0,0,0,0.9,3.6,-0.035173,0.135701,3.1,49.9,29,5.5,3
1,1,12,0,-0.353518,0,-5.7,-2,-0.082672,-0.032672,-76.5,23.8,-9.5,-2.7,17
2,1,12,1,0.353518,0,5.6,-1,-0.006026,0.076292,68.2,76.4,-57.1,-5.6,16
4,1,12,1,0.244919,1,9.1,0.2,-0.046394,-0.020636,18.1,56,12.8,-50.7,7
5,1,12,1,-0.149738,1,0,3.1,0.064876,-0.006524,56,-37.9,-34.6,19.3,28
6,1,12,1,0.353518,0,7.6,-7.3,0.121393,0.017206,88.3,-46.4,-14.7,-39.4,12
8,1,12,0,-0.462117,1,-14.8,1.4,-0.133957,0.072746,-108.7,10.6,-38,19.9,11
9,1,12,1,0.122459,1,2.1,-7.3,0.023812,0.051933,-4.8,-32,-22.3,-9.2,24
10,1,12,0,-0.106567,1,-9.4,1.4,-0.061496,0.050722,-94.6,10.9,-30.3,4.9,25
13,1,12,0,-0.122459,1,3.1,1.2,0.171687,0.117495,133.5,-30.6,-52.5,10.2,15
14,1,12,1,-0.108599,1,-3.3,4.7,0.036448,0.029627,3.7,-30.6,40,30.4,23
18,1,12,0,-0.108599,0,-8.5,0,-0.188739,0.00325,-38,-0.8,-34.3,1.5,26
19,1,12,1,-0.108599,0,-0.8,-0.4,0.030108,-0.000281,25.6,-11.6,-11.1,17.1,30
20,1,12,0,-0.440034,0,-3.5,5.8,-0.031274,0.006334,-67.7,5.6,22.5,15.3,27
21,1,12,0,-0.193083,1,-5.4,0.7,-0.201984,-0.141542,-32.5,-96.5,-0.5,32.2,22
29,1,12,0,-0.086516,1,-7,1.1,-0.001299,0.060111,-25.1,-41.6,13.1,21,31
0,1,13,0,-0.124353,1,3.181818,6.272727,-0.039733,0.022895,-7.272727,14.545455,33.363636,-0.272727,9
1,1,13,1,-0.456479,1,-4.363636,-6.181818,-0.051149,-0.055011,-17.909091,9.181818,-39,-37.818182,14
2,1,13,1,0.717213,1,16.454545,-9.454545,0.136394,-0.072465,138.090909,68.727273,11.363636,-48.272727,10
3,1,13,1,0.241355,0,6.636364,1.727273,0.049851,-0.061311,-21.545455,-8.090909,14,-3.818182,19
4,1,13,0,-0.098121,0,2.363636,2.454545,-0.121938,-0.030785,-38.727273,33.727273,-1.181818,-3.545455,6
5,1,13,1,0.456479,0,9.727273,-3.090909,-0.01613,-0.081952,37.636364,26.090909,1.909091,-47.181818,7
8,1,13,0,-0.098121,1,-10.090909,-6.818182,-0.164853,-0.09154,-144.818182,-21.909091,8.818182,-22.818182,13
11,1,13,1,0.098121,1,3.090909,-4.363636,-0.009008,-0.111004,-20.181818,-69.636364,34,9.090909,27
12,1,13,1,-0.358357,0,-12.272727,3,0.034208,0.013625,-34.363636,-45.181818,-0.454545,35.090909,23
15,1,13,1,0.414129,0,0.636364,-3.181818,-0.067973,-0.091512,-25.909091,-23.454545,23.818182,20.909091,20
16,1,13,0,0,0,6.545455,1.727273,0.115927,0.016707,64.363636,-5.272727,61.727273,9.181818,30
17,1,13,0,0.358357,0,5.181818,-2.818182,0.085334,0.050315,65.272727,-19.454545,9.090909,-23.181818,31
18,1,13,0,-0.377737,1,-11.818182,4.545455,-0.119559,-0.053737,-12.636364,-36.636364,-14.909091,24.909091,22
21,1,13,0,-0.098121,0,-4.181818,-0.545455,-0.219574,-0.088053,-51.727273,-51.545455,-21.181818,10.181818,26
24,1,13,0,0.098121,1,-4.818182,-1.272727,-0.054625,-0.03273,-24.636364,22.272727,-33.636364,2.272727,25
28,1,13,1,0.703906,1,11.090909,-9.909091,0.010256,-0.055923,-10.909091,36.090909,24,-83.545455,29
0,1,14,0,0,0,-0.75,1.25,-0.117161,-0.052136,-49.083333,31.25,8.166667,-2.583333,13
1,1,14,0,0,1,-2.083333,-5.166667,-0.088786,-0.037646,-53.75,19.833333,-38.75,-22.416667,16
2,1,14,1,0.548633,0,13.333333,-0.75,0.121631,0.082977,83.583333,101.25,19.75,-14.416667,19
3,1,14,1,0.244919,1,10.583333,-0.666667,0.003398,-0.040564,31.166667,-9.25,-20.25,-17.416667,12
4,1,14,0,-0.195115,1,-3.666667,5.083333,-0.090787,0.037209,-5.583333,26.916667,-44.5,5.666667,11
5,1,14,1,0.770149,1,10.166667,-13.833333,0.045773,-0.195501,36.083333,-44.666667,15.833333,-55.416667,10
6,1,14,1,0.548633,1,7.75,-3.75,0.074305,-0.01568,59.083333,3.5,18,-54.333333,7
8,1,14,1,-0.086516,1,-5.5,-7.583333,-0.014937,-0.029003,-100.833333,-59.583333,19.916667,-30.083333,24
9,1,14,0,-0.195115,1,-12,-3.333333,-0.163483,0.057468,-102.833333,-30.666667,-26.5,7.833333,26
14,1,14,0,-0.330115,0,-12.166667,3.833333,-0.143843,-0.013272,-81.833333,-60.833333,44.083333,36.333333,22
15,1,14,1,0,1,-2.916667,4.166667,0.000995,-0.00645,-50.583333,-14.333333,39.5,21.416667,23
17,1,14,0,0.122459,1,-0.333333,-5.916667,0.008803,-0.017609,-25.333333,-30.083333,31.083333,-26.5,18
20,1,14,0,-0.503256,0,-7.25,4.416667,0.082221,0.128681,-87.25,38.666667,32.5,-21.166667,21
25,1,14,0,-0.353518,1,1.75,6.666667,-0.022242,-0.014682,10,-9.083333,23.833333,42.5,27
28,1,14,0,0.503256,0,4.666667,-9,-0.00206,-0.00117,-22.5,-19.5,21.166667,-47.583333,31
29,1,14,0,-0.258338,0,-6.333333,4.166667,-0.046071,0.042276,-9,-27.75,-5.5,54.166667,30
0,1,15,0,0.098121,1,2.461538,7.307692,0.039194,0.088246,31.615385,-11.615385,0.923077,40.769231,1
2,1,15,1,0.172774,0,9.769231,-2.153846,0.14089,0.109424,158.769231,75.769231,-51.153846,-16.846154,15
3,1,15,0,0.358357,0,2.307692,-1.692308,-0.028954,-0.071039,-44.230769,-18.076923,-44.076923,-5.846154,16
4,1,15,1,0.466827,0,10.153846,-4.307692,0.071155,-0.025928,31.384615,5.923077,7.769231,-56.846154,29
5,1,15,0,0.414129,0,-0.307692,-7.461538,-0.082788,-0.164005,-44.076923,-9.230769,2,-43.153846,13
6,1,15,0,0,0,-1.923077,1.230769,0.155381,0.062631,75,-55.461538,-12.384615,26.461538,28
7,1,15,0,-0.215123,0,-5.769231,-2.615385,0.096404,0.06451,-14.923077,-62.076923,-10.538462,33.769231,31
8,1,15,0,-0.456479,0,-8.230769,-1.153846,-0.103471,-0.064254,-113.461538,-50.230769,7.692308,16.307692,27
9,1,15,0,0.52485,0,6.307692,-10.076923,0.025011,-0.078157,41.384615,-0.461538,-1.307692,-22.538462,10
11,1,15,0,0.629253,1,1.307692,-11.307692,0.029551,-0.089946,-32.692308,-53,12.846154,-37.461538,25
12,1,15,1,-0.641852,1,-22.538462,2.076923,-0.109509,-0.088995,-127.230769,-79.384615,16.846154,26.538462,22
14,1,15,0,-0.117002,1,-5.923077,3.769231,0.023237,0.091521,-47.769231,24.615385,38.307692,4.923077,21
17,1,15,1,0.339476,0,6.538462,-6.846154,0.039072,-0.005466,42.538462,-5.615385,16.230769,-38.461538,24
18,1,15,0,0.339476,1,7.307692,4.538462,0.023459,0.038919,66.153846,43.923077,-8.076923,14.307692,19
20,1,15,0,-0.756603,1,-10.846154,6,-0.134951,0.09952,-134,-19.230769,23,-8.923077,26
23,1,15,0,0.124353,1,4.230769,-0.307692,-0.03602,0.017461,1.230769,25.692308,15.230769,-2.769231,30
0,2,2,1,0,1,4,8,-0.020833,0.214286,-46,-26,43,34,12
1,2,2,1,0,1,-4,8,-0.133333,0.02715,-80,28,34,51,14
2,2,2,0,0,1,14,-3,0.2,0.044643,18,125,119,-95,31
3,2,2,0,0.124353,0,29,-3,0.135339,0.111111,57,-45,43,101,6
4,2,2,1,0,1,-3,27,0.112821,-0.08772,82,2,30,-28,7
5,2,2,0,0,0,27,-3,-0.08772,0.112821,2,82,-28,30,16
8,2,2,0,-0.124353,1,-7,16,0.088235,0,-5,70,30,44,11
9,2,2,0,-0.124353,0,-9,20,-0.027472,0.166667,38,-48,-12,117,13
10,2,2,1,-0.124353,1,-5,18,0,-0.166667,27,65,-60,1,20
15,2,2,0,0,0,-9,-5,0.055556,-0.108553,-52,-32,10,-77,27
17,2,2,0,0.124353,0,8,-3,0.0875,0.033333,151,-23,28,39,30
18,2,2,1,-0.124353,1,1,14,-0.02381,0.2,59,-1,-48,133,24
19,2,2,0,0.124353,0,17,5,-0.066666,-0.262626,133,-20,76,-51,29
21,2,2,0,0,0,-3,1,0.222222,-0.128205,155,-106,-103,32,28
22,2,2,1,-0.124353,1,-19,9,0.128205,0.022222,-35,-102,-69,123,23
25,2,2,1,0,1,-22,-24,0.018182,0.090476,-35,-178,-22,-23,26
0,2,3,1,0.122459,0,10,7,0.231411,0.158521,-23.5,-31.5,83.5,19,7
1,2,3,0,0,1,-6.5,-6,-0.159104,-0.352451,-5,83.5,67,-77.5,3
2,2,3,0,0,0,-7.5,-2,0.107143,-0.045238,1.5,-73,9.5,-66.5,5
4,2,3,1,0,0,-10.5,4,0.01282,0.017425,-7.5,-5,-60,34.5,19
6,2,3,0,0.122459,0,9.5,-8,0.347807,-0.012569,-87.5,-23,36.5,-55.5,14
8,2,3,1,-0.122459,0,-7,-4,-0.06875,-0.064706,-93,-42.5,15.5,65,10
9,2,3,1,-0.122459,1,-11.5,11,-0.188095,0.195633,-61,61,-53.5,42.5,21
11,2,3,1,0.122459,0,2.5,-14.5,-0.003268,-0.381781,-4.5,-84.5,43.5,1,15
12,2,3,1,0,0,-9,0,0.162181,0.075,-68,-40,53.5,-43.5,26
13,2,3,0,0,1,-3.5,-10.5,0.044118,-0.288195,-3,-4.5,14.5,-93.5,27
16,2,3,0,0,0,0.5,2.5,0.151003,-0.103136,156.5,-55.5,65.5,2.5,31
17,2,3,1,0,1,-9.5,-3.5,0.19066,0.05293,90.5,-240.5,-8.5,80,24
18,2,3,1,0,0,6.5,7.5,0.008974,-0.147802,81,33.5,-26.5,-35.5,25
20,2,3,1,-0.122459,1,-5.5,2.5,0.040405,0.037981,53,-25,-58,35,28
22,2,3,0,0,0,1,6.5,0.038805,-0.141454,111,-96,-73,94,30
23,2,3,1,0,1,-1.5,-5.5,-0.125,-0.133211,-43,-17.5,-10,-45,29
0,2,4,0,0.124353,1,1.666667,5,0.023016,0.0671,-88.333333,-13.666667,68.333333,18.333333,2
1,2,4,0,-0.241355,0,-0.666667,8.666667,0.090005,-0.051646,12.666667,97.333333,93.333333,-39.666667,31
3,2,4,0,0,1,3.666667,3.333333,0.138234,0.121593,35.666667,-11.666667,-40.666667,57.666667,28
4,2,4,1,0.124353,0,11,10.666667,0.04188,-0.048968,141.333333,3.666667,-20.333333,0.666667,8
5,2,4,1,0.241355,1,13.666667,-2.666667,0.075269,0.0533,92.333333,20.666667,30.666667,-11,7
9,2,4,0,-0.241355,0,-7,23.666667,-0.165811,0.261765,27.666667,124.666667,-111.333333,82.666667,11
12,2,4,0,-0.124353,1,1.666667,16,0.002046,0.080484,30.666667,-13.333333,93,55.333333,13
14,2,4,0,0,0,-5.333333,3.666667,-0.08061,0.007298,25.666667,31,-28,18.333333,15
16,2,4,1,0,1,-15.666667,0.333333,0.008972,-0.068295,-40,-89,30.333333,9,18
17,2,4,0,0,1,-9,1.333333,0.099527,0.057998,79,-66,-27,37,23
19,2,4,1,0,0,13,11.333333,0.022405,0.067123,74.666667,-16,86,44.666667,24
20,2,4,1,0.124353,0,-5.666667,-11.666667,0.024074,0.074621,-102,-39.333333,19.333333,0.666667,21
22,2,4,1,0.117002,1,-8.666667,-16,0.036341,-0.139394,-58.666667,-137,-14.333333,-79.333333,26
25,2,4,0,-0.241355,0,-14,10.333333,-0.118519,-0.026591,12.333333,36,6.333333,10.666667,27
29,2,4,1,-0.124353,1,1,13,0.098658,-0.089093,64,24.333333,-45.666667,62,30
0,2,5,0,-0.122459,0,2.75,16.5,0.145798,0.048102,50.5,71.75,-9,57.5,28
1,2,5,1,-0.244919,0,-6.5,-5.5,0.128894,-0.033445,-35.5,65.75,43.25,-76.75,4
2,2,5,1,0,1,5,2.25,-0.050798,0.032324,16.25,61,35,-1.5,15
3,2,5,0,-0.231059,1,-11.25,13.25,-0.06413,0.293344,-36.25,14.75,-50,82.5,11
5,2,5,1,0.244919,0,8.25,-13.25,-0.095288,-0.03782,64.25,79.75,-58.75,-23.5,12
6,2,5,1,-0.184636,1,9.166667,4.25,0.166687,0.230851,12.333333,-16.416667,-80.75,9.5,16
7,2,5,0,-0.231059,0,-9.5,3.5,-0.081177,-0.001086,-86.25,32,-13.25,-1,18
8,2,5,0,-0.244919,1,-11.5,7.25,-0.136551,0.082227,-58.5,5,7,83,23
9,2,5,0,-0.244919,0,-2.25,19.75,-0.049603,0.013577,46.75,55,-54,51.25,20
10,2,5,1,-0.062177,1,-0.916667,7.416667,-0.040541,0.052534,17.416667,30.083333,6.083333,18.333333,22
13,2,5,0,0.353518,0,-2.5,-14.75,0.010772,-0.048932,-109,-39.25,19.25,-107.5,26
19,2,5,0,-0.231059,1,-0.25,11.75,-0.219609,-0.122633,-19.5,119.25,76,-57.25,27
25,2,5,0,-0.122459,1,2.5,12.75,0.108599,0.022619,121,46,-28.75,72,30
29,2,5,1,-0.231059,1,-3,7.5,0.074084,-0.029476,-6.5,-42.5,21.75,34.25,31
0,2,6,1,-0.241355,0,4.8,19.6,0.099649,0.136093,-3,46.6,80.2,68.8,31
1,2,6,1,-0.124353,1,1.4,1.8,0.024131,-0.077519,53.8,63.6,41.6,-55.8,29
2,2,6,0,0,0,15.8,8.6,0.147402,0.068618,127,98,25.2,16.2,30
3,2,6,1,-0.062177,1,-3.15,-1.1,-0.02293,0.138084,-84.85,-25.45,-14.5,36.25,10
4,2,6,0,0.339476,0,5,-2,-0.017046,-0.075876,20.6,-52.8,26.2,-22,7
5,2,6,1,0.179179,1,9.75,-4.2,-0.051052,0.003856,-15.05,91.9,49.85,10.4,17
6,2,6,0,0.179179,0,5.65,-13.95,0.190302,0.060149,28.65,-94.85,14.1,-48.95,9
11,2,6,0,0.339476,1,7.4,-7.6,0.037863,-0.098959,-12,-40.4,45.8,-28.2,22
12,2,6,0,-0.056719,0,-1.7,6.25,0.207228,0.095069,36.6,-139.45,89.8,47.25,24
13,2,6,0,0.124353,1,-2.2,-2.4,-0.078913,-0.034325,-55.8,45,2.2,-46.2,15
14,2,6,0,-0.399759,0,-12.85,12.65,-0.211972,0.137589,-23.6,80,-34.05,-14.3,27
16,2,6,0,0.184636,1,-9,-8.7,0.028278,-0.047283,-70.8,-3.6,41.95,-4.95,21
18,2,6,1,-0.117002,0,0.6,8.6,0.00157,-0.017521,103.6,80.2,-75.6,30,28
19,2,6,1,-0.241355,1,4,13.6,-0.114421,-0.061038,25,101.6,31.6,9.2,20
0,2,7,0,0.122459,1,3.833333,-2,0.026455,0.025076,-48,-36,77.5,44,9
2,2,7,1,0,1,9.166667,-0.666667,0.06917,-0.030732,108.666667,79.5,41.166667,-67,3
4,2,7,0,0.062177,1,1.633333,4.166667,-0.246598,-0.161732,-2.966667,25.366667,24.533333,23.666667,6
5,2,7,0,0,0,-2,0.5,-0.050414,0.14429,43.5,47.5,-21.833333,48.333333,11
7,2,7,0,-0.168882,0,2.333333,-1.833333,-0.074808,-0.003738,-38.733333,94.166667,-3.033333,-27.666667,10
8,2,7,0,0,0,-4.4,-2,-0.018765,-0.073144,-127.2,-13.6,20,51.2,14
17,2,7,1,0.117002,0,0.4,-1.2,0.085546,-0.041282,64.8,-68,-14.4,-23.8,25
18,2,7,1,0.122459,1,0,-9.833333,0.113241,-0.072499,63.5,-71.5,-42.833333,17.333333,19
20,2,7,1,0,1,6,3.333333,0.040558,0.118618,30.333333,2.833333,43,-17.333333,31
21,2,7,0,-0.241355,0,-4.6,13.2,-0.084747,0.079959,97.2,2.2,-23.8,30.6,23
22,2,7,1,0,0,7.333333,4,0.055037,0.020271,52.5,22.333333,-8.333333,6.5,29
24,2,7,0,0.117002,1,-4.2,-10.6,-0.149044,-0.111403,-115.2,29,26.6,-97.8,26
28,2,7,1,0,1,7,0.166667,0.055709,-0.044548,40.5,-41.5,45.5,22.666667,30
1,2,8,1,0.062177,0,-2.714286,-4.785714,-0.031868,-0.220692,23.238095,69.690476,9.071429,-69.261905,3
2,2,8,1,0.124353,0,12.428571,3.142857,0.124626,0.074213,77.857143,64.428571,43.142857,-12.428571,29
6,2,8,1,0.062177,1,-5.380952,-6.571429,0.237016,0.039154,55.166667,-143.595238,-89.119048,7.214286,19
7,2,8,1,-0.2773,1,-3.666667,2.880952,-0.085139,0.003569,15.857143,8.690476,-22.02381,62.547619,13
8,2,8,0,-0.293235,0,-11.619048,5.190476,-0.185404,0.037066,-120.285714,32.071429,-2.571429,37.47619,22
9,2,8,0,-0.062177,1,1.785714,7.666667,0.0407,0.045208,-25.928571,70.761905,-8.214286,-6.952381,10
12,2,8,0,-0.108599,1,-1.5,2,0.137854,-0.021815,-58.5,-30.166667,87.166667,22.833333,14
